"runid","attempt","file","rows","cols","withna","package","sample","timing","bytes","platform","experiment_date"
"master",first,"mixed.csv",100,20,true,"Python Arrow parallel",1,0.006621800000000011,NaN,"Windows",2019-07-10T05:24:18.445
"master",second,"mixed.csv",100,20,true,"Python Arrow parallel",1,0.00458970000000003,NaN,"Windows",2019-07-10T05:24:18.445
"master",warmup,"mixed.csv",100,20,true,"Python Arrow parallel",2,0.3947428,NaN,"Windows",2019-07-10T05:24:18.445
"master",first,"mixed.csv",100,20,true,"Python Arrow parallel",2,0.006533999999999929,NaN,"Windows",2019-07-10T05:24:18.445
"master",second,"mixed.csv",100,20,true,"Python Arrow parallel",2,0.0044799999999999285,NaN,"Windows",2019-07-10T05:24:18.445
"master",warmup,"mixed.csv",100,20,true,"Python Arrow parallel",3,0.3102267,NaN,"Windows",2019-07-10T05:24:18.445
"master",first,"mixed.csv",100,20,true,"Python Arrow parallel",3,0.005356199999999978,NaN,"Windows",2019-07-10T05:24:18.445
"master",second,"mixed.csv",100,20,true,"Python Arrow parallel",3,0.004311399999999965,NaN,"Windows",2019-07-10T05:24:18.445
"master",warmup,"mixed.csv",100,20,true,"Python Arrow parallel",4,0.3785703,NaN,"Windows",2019-07-10T05:24:18.445
"master",first,"mixed.csv",100,20,true,"Python Arrow parallel",4,0.005363400000000018,NaN,"Windows",2019-07-10T05:24:18.445
"master",second,"mixed.csv",100,20,true,"Python Arrow parallel",4,0.005057800000000001,NaN,"Windows",2019-07-10T05:24:18.445
"master",warmup,"mixed.csv",100,20,true,"Python Arrow parallel",5,0.3146568,NaN,"Windows",2019-07-10T05:24:18.445
"master",first,"mixed.csv",100,20,true,"Python Arrow parallel",5,0.005200199999999988,NaN,"Windows",2019-07-10T05:24:18.445
"master",second,"mixed.csv",100,20,true,"Python Arrow parallel",5,0.004890100000000008,NaN,"Windows",2019-07-10T05:24:18.445
"master",warmup,"uniform_datetime.csv",100,20,true,"Julia TextParse.jl",1,4.657972701,8.35390487e8,"Windows",2019-07-10T05:24:18.445
"master",first,"uniform_datetime.csv",100,20,true,"Julia TextParse.jl",1,0.0376003,1.339632e6,"Windows",2019-07-10T05:24:18.445
"master",second,"uniform_datetime.csv",100,20,true,"Julia TextParse.jl",1,0.0211108,1.339632e6,"Windows",2019-07-10T05:24:18.445
"master",warmup,"uniform_datetime.csv",100,20,true,"Julia TextParse.jl",2,4.912097999,8.35390487e8,"Windows",2019-07-10T05:24:18.445
